rho,noise,network,n_sens,expect,ga_acc,rnd_acc,drop_s,drop_i,share_i
0.9,0.09999999999999998,46,7,3.5648,0.6909090909090909,0.32727272727272727,0.057142857142857086,0.0454545454545454,0.4430379746835442
0.9,0.09999999999999998,47,8,3.1872,0.9545454545454546,0.5181818181818182,0.07727272727272727,,
0.9,0.09999999999999998,48,6,2.2512,0.9181818181818182,0.3818181818181817,0.08333333333333333,0.0909090909090909,0.5217391304347826
0.9,0.09999999999999998,49,6,3.1904,0.6454545454545455,0.3454545454545454,0.053030303030303046,5.204170427930421e-17,9.81357852124021e-16
0.925,0.07499999999999996,0,6,1.7536,0.990909090909091,0.43636363636363634,0.11212121212121212,0.0454545454545455,0.28846153846153866
0.925,0.07499999999999996,1,6,3.5088,0.5818181818181818,0.2545454545454545,0.03030303030303025,0.05454545454545445,0.6428571428571429
0.925,0.07499999999999996,2,7,1.9408,0.8909090909090909,0.2636363636363636,0.1181818181818181,0.0363636363636363,0.23529411764705863
0.925,0.07499999999999996,3,6,1.352,0.8454545454545455,0.309090909090909,0.1636363636363636,0.07727272727272724,0.320754716981132
0.925,0.07499999999999996,4,5,0.7872,0.8818181818181818,0.41818181818181815,0.07454545454545455,0.0272727272727273,0.267857142857143
0.925,0.07499999999999996,5,4,0.9808,0.8727272727272727,0.2909090909090909,0.17954545454545448,0.049999999999999926,0.21782178217821763
0.925,0.07499999999999996,6,7,3.1888,0.7909090909090909,0.3636363636363636,0.10259740259740255,0.0636363636363636,0.3828125
0.925,0.07499999999999996,7,7,3.432,0.5909090909090909,0.29999999999999993,0.04285714285714287,0.1272727272727273,0.748091603053435
0.925,0.07499999999999996,8,4,3.168,0.6454545454545455,0.2636363636363636,0.09545454545454543,0.07045454545454548,0.42465753424657554
0.925,0.07499999999999996,9,5,1.688,0.9090909090909092,0.20909090909090908,0.09272727272727264,0.05454545454545451,0.3703703703703704
0.925,0.07499999999999996,10,5,1.7136,0.8,0.3909090909090909,0.08181818181818182,0.054545454545454536,0.39999999999999997
0.925,0.07499999999999996,11,5,0.6992,1.0,0.29999999999999993,0.06909090909090906,0.0303030303030303,0.30487804878048785
0.925,0.07499999999999996,12,4,1.5664,0.9727272727272728,0.2818181818181818,0.13181818181818183,0.15,0.5322580645161289
0.925,0.07499999999999996,13,6,3.2992,0.8454545454545455,0.2727272727272727,0.13787878787878785,0.1045454545454545,0.4312499999999999
0.925,0.07499999999999996,14,8,2.4064,0.9363636363636364,0.6,0.09090909090909091,,
0.925,0.07499999999999996,15,6,2.7424,0.6,0.3818181818181817,0.04090909090909089,0.01363636363636355,0.24999999999999892
0.925,0.07499999999999996,16,8,2.6896,0.7636363636363637,0.3545454545454545,0.011363636363636374,,
0.925,0.07499999999999996,17,7,2.8176,0.7545454545454545,0.3545454545454545,0.15064935064935053,0.1272727272727272,0.4579439252336449
0.925,0.07499999999999996,18,6,3.3904,0.6181818181818182,0.2909090909090909,0.053030303030303004,-4.9439619065339e-17,-9.322899595178226e-16
0.925,0.07499999999999996,19,6,2.7792,0.8181818181818182,0.3636363636363636,0.07878787878787875,0.1363636363636364,0.6338028169014087
0.925,0.07499999999999996,20,7,2.2656,0.9090909090909092,0.5636363636363636,0.05324675324675317,0.009090909090909,0.1458333333333323
0.925,0.07499999999999996,21,7,2.5264,0.6727272727272727,0.23636363636363633,0.09740259740259738,0.1272727272727273,0.5664739884393064
0.925,0.07499999999999996,22,7,2.9664,0.7454545454545455,0.3090909090909091,0.0805194805194805,0.0636363636363637,0.4414414414414417
0.925,0.07499999999999996,23,7,2.9776,0.7909090909090909,0.46363636363636357,0.08961038961038954,0.0181818181818181,0.1686746987951802
0.925,0.07499999999999996,24,7,2.0576,0.9272727272727272,0.42727272727272725,0.1428571428571428,0.109090909090909,0.4329896907216494
0.925,0.07499999999999996,25,6,3.3776,0.7363636363636363,0.3181818181818181,0.05757575757575752,0.04090909090909085,0.4153846153846153
0.925,0.07499999999999996,26,6,2.0448,0.9636363636363636,0.4545454545454545,0.16363636363636358,0.05,0.23404255319148945
0.925,0.07499999999999996,27,5,2.1568,0.6545454545454545,0.2545454545454545,0.13454545454545455,-0.003030303030303033,-0.0230414746543779
0.925,0.07499999999999996,28,7,2.5328,0.8545454545454545,0.44545454545454544,0.0298701298701298,0.0,0.0
0.925,0.07499999999999996,29,5,2.5568,0.7545454545454545,0.32727272727272727,0.04363636363636356,-0.030303030303030266,-2.272727272727276
0.925,0.07499999999999996,30,5,1.7344,0.9272727272727272,0.5363636363636364,0.15999999999999992,0.05454545454545447,0.25423728813559304
0.925,0.07499999999999996,31,6,2.736,0.8181818181818182,0.3363636363636363,0.14545454545454548,0.08181818181818185,0.36000000000000004
0.925,0.07499999999999996,32,6,2.8656,0.8363636363636363,0.4545454545454545,0.11969696969696962,0.12272727272727266,0.5062500000000001
0.925,0.07499999999999996,33,7,1.9408,0.9,0.43636363636363634,0.12727272727272723,0.0454545454545455,0.26315789473684237
0.925,0.07499999999999996,34,6,2.24,0.8909090909090909,0.3181818181818182,0.14999999999999994,0.0136363636363636,0.08333333333333316
0.925,0.07499999999999996,35,3,0.216,1.0,0.2545454545454545,0.09393939393939389,0.08545454545454544,0.4763513513513514
0.925,0.07499999999999996,36,8,3.496,0.7545454545454545,0.2727272727272727,0.13522727272727264,,
0.925,0.07499999999999996,37,6,2.4464,0.7454545454545455,0.3454545454545454,0.10454545454545454,0.08181818181818179,0.43902439024390233
0.925,0.07499999999999996,38,8,3.0048,0.7909090909090909,0.39999999999999997,0.10454545454545451,,
0.925,0.07499999999999996,39,6,2.576,0.8636363636363636,0.41818181818181815,0.15757575757575754,0.04999999999999995,0.240875912408759
0.925,0.07499999999999996,40,4,1.84,0.9272727272727272,0.5454545454545454,0.09545454545454538,0.07272727272727264,0.43243243243243235
0.925,0.07499999999999996,41,6,3.296,0.7727272727272727,0.1909090909090909,0.06818181818181812,0.10909090909090904,0.6153846153846155
0.925,0.07499999999999996,42,3,0.8848,0.8454545454545455,0.41818181818181815,0.1484848484848485,0.08545454545454544,0.36528497409326416
0.925,0.07499999999999996,43,7,3.4448,0.6545454545454545,0.3454545454545454,0.027272727272727216,0.0,0.0
0.925,0.07499999999999996,44,8,2.8704,0.8545454545454545,0.3636363636363636,0.09772727272727262,,
0.925,0.07499999999999996,45,8,2.6288,0.7272727272727273,0.3181818181818182,0.05568181818181814,,
0.925,0.07499999999999996,46,8,2.8432,0.9545454545454546,0.409090909090909,0.11477272727272728,,
0.925,0.07499999999999996,47,4,1.4208,0.9545454545454546,0.43636363636363634,0.17500000000000002,0.020454545454545423,0.10465116279069753
0.925,0.07499999999999996,48,5,3.712,0.8545454545454545,0.42727272727272725,0.12181818181818174,0.06060606060606053,0.33222591362126236
0.925,0.07499999999999996,49,6,1.904,0.8181818181818182,0.3545454545454545,0.1272727272727273,0.1090909090909091,0.4615384615384615
0.95,0.050000000000000044,0,4,1.0768,0.9,0.5272727272727272,0.07272727272727272,0.0659090909090909,0.4754098360655738
0.95,0.050000000000000044,1,5,2.7376,0.6545454545454545,0.2818181818181818,0.15090909090909088,0.10303030303030297,0.4057279236276849
0.95,0.050000000000000044,2,6,0.752,0.8909090909090909,0.2727272727272727,0.12727272727272718,0.031818181818181746,0.19999999999999976
0.95,0.050000000000000044,3,3,3.072,0.7,0.19090909090909086,0.14848484848484841,0.08363636363636354,0.3603133159268928
0.95,0.050000000000000044,4,6,2.4816,0.7818181818181819,0.47272727272727266,0.09696969696969694,0.07272727272727275,0.42857142857142877
0.95,0.050000000000000044,5,3,1.2048,0.9181818181818182,0.4545454545454545,0.2090909090909091,0.1254545454545454,0.37499999999999994
0.95,0.050000000000000044,6,6,2.3056,0.7545454545454545,0.39999999999999997,0.15151515151515146,0.040909090909090895,0.2125984251968504
0.95,0.050000000000000044,7,5,2.56,0.8,0.3181818181818182,0.06727272727272726,0.10909090909090909,0.6185567010309279
0.95,0.050000000000000044,8,5,3.0672,0.6272727272727273,0.3181818181818182,0.038181818181818136,0.027272727272727268,0.4166666666666669
0.95,0.050000000000000044,9,6,3.3168,0.7363636363636363,0.3363636363636363,0.06060606060606053,0.08636363636363631,0.5876288659793816
0.95,0.050000000000000044,10,6,1.7056,0.9181818181818182,0.2636363636363636,0.23636363636363636,0.022727272727272797,0.08771929824561428
0.95,0.050000000000000044,11,6,2.3456,0.9545454545454546,0.4545454545454545,0.06515151515151517,0.040909090909090895,0.38571428571428557
0.95,0.050000000000000044,12,3,0.2416,0.9,0.23636363636363633,0.08484848484848484,0.10181818181818178,0.5454545454545454
0.95,0.050000000000000044,13,7,2.272,0.9545454545454546,0.5,0.03766233766233766,-0.0181818181818181,-0.9333333333333254
0.95,0.050000000000000044,14,4,1.0048,0.9636363636363636,0.3454545454545454,0.09545454545454543,0.10454545454545446,0.5227272727272725
0.95,0.050000000000000044,15,6,2.4624,0.6636363636363637,0.22727272727272724,0.10909090909090913,0.0727272727272727,0.3999999999999998
0.95,0.050000000000000044,16,4,0.9216,0.8636363636363636,0.3818181818181817,0.09318181818181823,-0.015909090909090852,-0.20588235294117543
0.95,0.050000000000000044,17,6,1.0064,0.8727272727272727,0.32727272727272727,0.13939393939393932,0.0454545454545454,0.24590163934426218
0.95,0.050000000000000044,18,7,2.2352,0.8818181818181818,0.42727272727272725,0.10909090909090906,0.0272727272727273,0.2000000000000002
0.95,0.050000000000000044,19,5,1.9712,0.7818181818181819,0.3454545454545454,0.09272727272727271,0.030303030303030266,0.24630541871921163
0.95,0.050000000000000044,20,4,2.5152,0.7636363636363637,0.3727272727272727,0.11590909090909095,0.02500000000000002,0.17741935483870974
0.95,0.050000000000000044,21,2,0.648,0.9636363636363636,0.3181818181818181,0.2636363636363636,0.11363636363636358,0.30120481927710835
0.95,0.050000000000000044,22,5,0.6816,0.9363636363636364,0.19999999999999998,0.09636363636363639,0.0606060606060606,0.38610038610038605
0.95,0.050000000000000044,23,7,1.8304,0.8818181818181818,0.32727272727272727,0.059740259740259725,-0.0363636363636363,-1.5555555555555496
0.95,0.050000000000000044,24,7,0.776,1.0,0.42727272727272725,0.06623376623376619,0.0,0.0
0.95,0.050000000000000044,25,7,3.6528,0.5636363636363636,0.24545454545454543,0.0532467532467532,-0.0545454545454545,
0.95,0.050000000000000044,26,2,0.3424,0.9636363636363636,0.3363636363636363,0.1272727272727272,0.06363636363636362,0.3333333333333334
0.95,0.050000000000000044,27,2,0.2336,1.0,0.3818181818181817,0.15,0.08939393939393936,0.3734177215189873
0.95,0.050000000000000044,28,6,3.4624,0.7090909090909091,0.3181818181818182,0.07272727272727267,0.027272727272727254,0.27272727272727276
0.95,0.050000000000000044,29,6,1.9392,0.8727272727272727,0.309090909090909,0.1484848484848484,0.07272727272727265,0.32876712328767116
0.95,0.050000000000000044,30,6,1.8944,0.8818181818181818,0.3636363636363636,0.07424242424242421,0.0227272727272727,0.2343749999999999
0.95,0.050000000000000044,31,6,3.392,0.6363636363636364,0.309090909090909,0.0848484848484848,0.0772727272727272,0.47663551401869153
0.95,0.050000000000000044,32,5,2.6672,0.8090909090909091,0.32727272727272727,0.09818181818181813,0.13939393939393932,0.5867346938775511
0.95,0.050000000000000044,33,7,2.2688,0.7272727272727273,0.3363636363636363,0.09480519480519475,0.0545454545454545,0.36521739130434777
0.95,0.050000000000000044,34,4,2.4512,0.6818181818181818,0.309090909090909,0.16818181818181813,0.05227272727272723,0.23711340206185558
0.95,0.050000000000000044,35,1,0.0992,0.9090909090909092,0.3545454545454545,0.1363636363636363,0.06103896103896099,0.3092105263157894
0.95,0.050000000000000044,36,7,2.0496,0.8727272727272727,0.3727272727272727,0.10259740259740249,0.0454545454545454,0.30701754385964913
0.95,0.050000000000000044,37,6,2.8288,0.6181818181818182,0.3636363636363636,0.06666666666666661,0.0772727272727272,0.5368421052631579
0.95,0.050000000000000044,38,4,3.4576,0.509090909090909,0.3363636363636363,0.11136363636363628,0.049999999999999926,0.30985915492957733
0.95,0.050000000000000044,39,3,1.6624,0.9363636363636364,0.44545454545454544,0.1212121212121212,0.08545454545454546,0.41348973607038125
0.95,0.050000000000000044,40,7,1.9168,0.8272727272727273,0.22727272727272724,0.10389610389610386,0.0,0.0
0.95,0.050000000000000044,41,3,0.12,1.0,0.20909090909090908,0.0909090909090909,0.038181818181818164,0.2957746478873239
0.95,0.050000000000000044,42,6,1.736,0.9727272727272728,0.23636363636363633,0.12575757575757576,0.1181818181818182,0.484472049689441
0.95,0.050000000000000044,43,3,0.8752,0.9636363636363636,0.309090909090909,0.18181818181818177,0.08909090909090904,0.3288590604026845
0.95,0.050000000000000044,44,2,0.936,1.0,0.3363636363636363,0.11363636363636359,0.09393939393939392,0.45255474452554745
0.95,0.050000000000000044,45,6,3.456,0.8363636363636363,0.3181818181818182,0.10151515151515143,0.0954545454545454,0.48461538461538467
0.95,0.050000000000000044,46,5,2.9408,0.7909090909090909,0.309090909090909,0.07272727272727267,0.07272727272727267,0.5
0.95,0.050000000000000044,47,5,1.7568,0.7363636363636363,0.44545454545454544,0.13454545454545447,-0.009090909090909134,-0.07246376811594243
0.95,0.050000000000000044,48,2,0.512,1.0,0.40909090909090906,0.1863636363636363,0.07424242424242422,0.28488372093023256
0.95,0.050000000000000044,49,7,1.9424,0.8545454545454545,0.40909090909090906,0.08701298701298694,-0.0545454545454545,-1.68
0.975,0.025000000000000022,0,5,0.8736,0.9,0.309090909090909,0.14727272727272728,0.0545454545454545,0.2702702702702701
0.975,0.025000000000000022,1,6,3.8896,0.6,0.3363636363636363,0.14090909090909085,0.12272727272727266,0.46551724137931033
0.975,0.025000000000000022,2,5,0.3184,0.9181818181818182,0.2727272727272727,0.07636363636363634,0.03939393939393947,0.3403141361256549
0.975,0.025000000000000022,3,6,2.5856,0.8545454545454545,0.3636363636363636,0.12121212121212115,0.1863636363636363,0.6059113300492611
0.975,0.025000000000000022,4,6,3.6352,0.7272727272727273,0.24545454545454543,0.1424242424242424,0.12727272727272726,0.4719101123595506
0.975,0.025000000000000022,5,5,2.3088,0.8090909090909091,0.4545454545454545,0.07818181818181814,0.09393939393939389,0.545774647887324
0.975,0.025000000000000022,6,6,1.4224,0.8727272727272727,0.3636363636363636,0.08030303030303025,0.0499999999999999,0.3837209302325578
0.975,0.025000000000000022,7,7,3.6688,0.6272727272727273,0.32727272727272727,0.11558441558441561,0.0,0.0
0.975,0.025000000000000022,8,4,0.8752,1.0,0.2909090909090909,0.0636363636363636,0.06818181818181818,0.517241379310345
0.975,0.025000000000000022,9,7,3.0096,0.7818181818181819,0.3636363636363636,0.0987012987012987,0.1181818181818181,0.5449101796407184
0.975,0.025000000000000022,10,6,2.9696,0.5636363636363636,0.2818181818181818,0.06060606060606055,0.03181818181818175,0.344262295081967
0.975,0.025000000000000022,11,8,3.8864,0.8,0.48181818181818176,0.07613636363636361,,
0.975,0.025000000000000022,12,7,3.0768,0.7818181818181819,0.44545454545454544,0.03246753246753247,0.0181818181818181,0.358974358974358
0.975,0.025000000000000022,13,5,2.44,0.9272727272727272,0.4545454545454545,0.2127272727272727,0.08484848484848477,0.28513238289205683
0.975,0.025000000000000022,14,6,3.1312,0.8727272727272727,0.4545454545454545,0.08181818181818172,0.05454545454545445,0.39999999999999986
0.975,0.025000000000000022,15,5,0.6512,1.0,0.44545454545454544,0.05454545454545454,0.0303030303030303,0.35714285714285715
0.975,0.025000000000000022,16,3,1.8528,0.9363636363636364,0.42727272727272725,0.25757575757575757,0.13454545454545452,0.34312210200927357
0.975,0.025000000000000022,17,5,2.4784,0.7545454545454545,0.2909090909090909,0.0872727272727272,0.1181818181818181,0.5752212389380532
0.975,0.025000000000000022,18,4,2.1584,0.8454545454545455,0.3454545454545454,0.1295454545454545,0.04318181818181815,0.24999999999999992
0.975,0.025000000000000022,19,8,2.704,0.8272727272727273,0.39999999999999997,0.07045454545454542,,
0.975,0.025000000000000022,20,6,1.8384,0.990909090909091,0.39999999999999997,0.0863636363636364,0.04090909090909095,0.3214285714285715
0.975,0.025000000000000022,21,7,3.0656,0.8181818181818182,0.32727272727272727,0.13246753246753248,0.0181818181818181,0.12068965517241331
0.975,0.025000000000000022,22,8,1.5904,0.8363636363636363,0.3363636363636363,0.04999999999999993,,
0.975,0.025000000000000022,23,4,1.0016,0.9818181818181818,0.3636363636363636,0.1818181818181818,0.0909090909090909,0.3333333333333333
0.975,0.025000000000000022,24,6,1.456,0.990909090909091,0.41818181818181815,0.12727272727272732,0.040909090909090895,0.24324324324324312
0.975,0.025000000000000022,25,5,2.8752,0.7454545454545455,0.2545454545454545,0.02545454545454546,0.08181818181818178,0.7627118644067795
0.975,0.025000000000000022,26,6,2.3264,0.8636363636363636,0.40909090909090906,0.1984848484848485,0.1227272727272727,0.3820754716981132
0.975,0.025000000000000022,27,8,3.1792,0.8272727272727273,0.32727272727272727,0.09772727272727266,,
0.975,0.025000000000000022,28,4,3.3984,0.7727272727272727,0.2636363636363636,0.10909090909090906,0.06818181818181812,0.38461538461538447
0.975,0.025000000000000022,29,6,2.8704,0.8090909090909091,0.39999999999999997,0.08787878787878778,0.09090909090909084,0.5084745762711865
0.975,0.025000000000000022,30,7,2.4416,0.9363636363636364,0.2909090909090909,0.12077922077922078,0.1272727272727273,0.5130890052356021
0.975,0.025000000000000022,31,6,1.888,0.9454545454545454,0.3363636363636363,0.1363636363636363,0.0318181818181818,0.18918918918918917
0.975,0.025000000000000022,32,6,3.0592,0.7818181818181819,0.44545454545454544,0.10606060606060608,0.09545454545454549,0.4736842105263158
0.975,0.025000000000000022,33,5,2.8432,0.8363636363636363,0.3454545454545454,0.149090909090909,0.12121212121212115,0.4484304932735426
0.975,0.025000000000000022,34,5,3.5408,0.5636363636363636,0.2545454545454545,0.050909090909090834,0.009090909090909066,0.15151515151515135
0.975,0.025000000000000022,35,7,1.4,0.8545454545454545,0.20909090909090908,0.109090909090909,0.0363636363636362,0.24999999999999933
0.975,0.025000000000000022,36,7,3.08,0.4818181818181818,0.2545454545454545,0.06363636363636359,0.0999999999999999,0.611111111111111
0.975,0.025000000000000022,37,6,2.5136,0.6181818181818182,0.2818181818181818,0.0833333333333333,-0.00909090909090905,-0.12244897959183618
0.975,0.025000000000000022,38,6,1.568,0.9,0.3545454545454545,0.13333333333333328,0.0454545454545455,0.2542372881355935
0.975,0.025000000000000022,39,4,1.9584,0.9545454545454546,0.5181818181818182,0.14090909090909093,0.03863636363636365,0.21518987341772156
0.975,0.025000000000000022,40,6,3.448,0.6909090909090909,0.39999999999999997,0.06363636363636359,0.1181818181818182,0.6500000000000002
0.975,0.025000000000000022,41,6,3.6688,0.4636363636363636,0.21818181818181817,0.03030303030303025,0.0,0.0
0.975,0.025000000000000022,42,6,1.152,0.8545454545454545,0.2727272727272727,0.062121212121212015,0.0409090909090908,0.3970588235294116
0.975,0.025000000000000022,43,8,2.3536,0.9,0.23636363636363633,0.1659090909090909,,
0.975,0.025000000000000022,44,6,2.128,0.9636363636363636,0.2818181818181818,0.13333333333333328,0.0409090909090909,0.23478260869565223
0.975,0.025000000000000022,45,6,2.3616,1.0,0.509090909090909,0.15909090909090906,0.0363636363636363,0.18604651162790675
0.975,0.025000000000000022,46,7,2.2256,0.9272727272727272,0.3090909090909091,0.18311688311688304,0.0636363636363636,0.25789473684210523
0.975,0.025000000000000022,47,7,0.688,1.0,0.3727272727272727,0.06623376623376621,0.0,0.0
0.975,0.025000000000000022,48,6,0.9808,0.9363636363636364,0.48181818181818176,0.07727272727272726,0.0363636363636364,0.3200000000000003
0.975,0.025000000000000022,49,8,3.5344,0.6727272727272727,0.3454545454545454,0.17272727272727273,,
0.99,0.010000000000000009,0,3,0.6176,0.9545454545454546,0.3727272727272727,0.30909090909090914,0.11818181818181821,0.2765957446808511
0.99,0.010000000000000009,1,8,2.7264,0.8818181818181818,0.46363636363636357,0.12159090909090907,,
0.99,0.010000000000000009,2,5,2.4592,0.8,0.3818181818181818,0.18363636363636365,0.14545454545454542,0.44198895027624296
0.99,0.010000000000000009,3,6,1.7648,0.8454545454545455,0.5454545454545454,0.14999999999999997,0.054545454545454494,0.2666666666666665
0.99,0.010000000000000009,4,3,1.3312,0.9636363636363636,0.5,0.13030303030303025,0.07272727272727265,0.35820895522388047
0.99,0.010000000000000009,5,4,1.1408,0.9090909090909092,0.3545454545454545,0.16363636363636352,0.05454545454545448,0.24999999999999992
0.99,0.010000000000000009,6,5,1.3728,0.9363636363636364,0.3727272727272727,0.13454545454545452,0.048484848484848464,0.2649006622516556
0.99,0.010000000000000009,7,6,2.9072,0.8818181818181818,0.5272727272727272,0.21969696969696964,0.08636363636363635,0.2821782178217822
0.99,0.010000000000000009,8,8,2.8224,0.8727272727272727,0.2545454545454545,0.15454545454545446,,
0.99,0.010000000000000009,9,7,2.4096,0.7909090909090909,0.3454545454545454,0.1558441558441558,0.1545454545454545,0.497907949790795
0.99,0.010000000000000009,10,7,2.8272,0.8636363636363636,0.3363636363636363,0.15194805194805197,0.1909090909090909,0.5568181818181818
0.99,0.010000000000000009,11,8,3.0032,0.7727272727272727,0.43636363636363634,0.11022727272727267,,
0.99,0.010000000000000009,13,5,1.192,1.0,0.3909090909090909,0.07272727272727271,0.0333333333333333,0.3142857142857141
0.99,0.010000000000000009,14,6,2.0416,0.9454545454545454,0.41818181818181815,0.18181818181818177,0.0227272727272727,0.11111111111111102
0.99,0.010000000000000009,15,5,2.0784,0.7818181818181819,0.47272727272727266,0.10727272727272727,-0.018181818181818132,-0.20408163265306056
0.99,0.010000000000000009,16,7,2.0336,0.990909090909091,0.5727272727272726,0.04025974025974028,-0.009090909090909,-0.29166666666666274
0.99,0.010000000000000009,17,7,2.5744,0.8272727272727273,0.309090909090909,0.13376623376623376,0.1090909090909091,0.44919786096256686
0.99,0.010000000000000009,18,8,2.4208,0.9181818181818182,0.29999999999999993,0.1352272727272727,,
0.99,0.010000000000000009,20,7,3.0256,0.9727272727272728,0.509090909090909,0.1077922077922078,0.0090909090909091,0.07777777777777783
0.99,0.010000000000000009,21,6,1.8096,0.8090909090909091,0.2818181818181818,0.14090909090909087,0.0863636363636363,0.37999999999999984
0.99,0.010000000000000009,22,4,2.152,0.8818181818181818,0.3727272727272727,0.13409090909090907,0.08863636363636362,0.3979591836734694
0.99,0.010000000000000009,23,6,3.3808,0.7636363636363637,0.3909090909090909,0.23181818181818184,0.05909090909090915,0.20312500000000014
0.99,0.010000000000000009,24,2,0.4112,0.9545454545454546,0.46363636363636357,0.19545454545454544,0.08181818181818183,0.2950819672131148
0.99,0.010000000000000009,26,7,2.7008,0.8545454545454545,0.43636363636363634,0.12597402597402588,0.0636363636363636,0.33561643835616445
0.99,0.010000000000000009,27,7,1.4896,0.8454545454545455,0.2727272727272727,0.028571428571428584,0.0181818181818181,0.38888888888888773
0.99,0.010000000000000009,28,7,1.7968,0.9727272727272728,0.32727272727272727,0.04805194805194806,0.0545454545454545,0.5316455696202529
0.99,0.010000000000000009,29,6,2.0384,0.8636363636363636,0.4545454545454545,0.06818181818181815,0.0590909090909091,0.46428571428571436
0.99,0.010000000000000009,30,7,2.0016,0.9818181818181818,0.5454545454545454,0.035064935064935014,-0.0090909090909091,-0.35000000000000114
0.99,0.010000000000000009,31,5,1.8528,0.8272727272727273,0.3454545454545454,0.12909090909090906,0.08787878787878788,0.4050279329608939
0.99,0.010000000000000009,32,1,0.0384,0.8181818181818182,0.32727272727272727,0.0545454545454545,0.1025974025974026,0.6528925619834712
0.99,0.010000000000000009,33,3,1.2496,0.9545454545454546,0.42727272727272725,0.096969696969697,0.02000000000000002,0.17098445595854933
0.99,0.010000000000000009,34,8,2.3008,0.7909090909090909,0.32727272727272727,0.1295454545454545,,
0.99,0.010000000000000009,35,5,1.8176,0.8272727272727273,0.3363636363636363,0.11636363636363631,-0.0090909090909091,-0.08474576271186453
0.99,0.010000000000000009,36,7,2.3568,0.9363636363636364,0.44545454545454544,0.09870129870129873,-0.009090909090909,-0.10144927536231768
0.99,0.010000000000000009,38,6,2.8624,0.8818181818181818,0.44545454545454544,0.046969696969696946,0.0090909090909091,0.16216216216216234
0.99,0.010000000000000009,39,6,1.1104,0.9363636363636364,0.3909090909090909,0.11363636363636365,0.0636363636363636,0.3589743589743588
0.99,0.010000000000000009,40,6,2.4656,0.8909090909090909,0.46363636363636357,0.09090909090909087,-0.00909090909090915,-0.11111111111111197
0.99,0.010000000000000009,41,8,3.304,0.7,0.2909090909090909,0.11931818181818174,,
0.99,0.010000000000000009,42,7,2.5552,0.7636363636363637,0.3181818181818182,0.14675324675324677,0.1181818181818181,0.4460784313725488
0.99,0.010000000000000009,43,2,0.0832,0.8090909090909091,0.24545454545454543,0.0954545454545454,0.1333333333333333,0.5827814569536425
0.99,0.010000000000000009,45,4,2.2368,0.7545454545454545,0.3636363636363636,0.07045454545454541,0.08409090909090901,0.5441176470588234
0.99,0.010000000000000009,46,7,2.2032,0.9181818181818182,0.3909090909090909,0.0649350649350649,0.0363636363636363,0.3589743589743587
0.99,0.010000000000000009,47,6,2.5664,0.9090909090909092,0.44545454545454544,0.16060606060606053,0.09999999999999991,0.383720930232558
0.99,0.010000000000000009,48,7,3.4544,0.7545454545454545,0.41818181818181815,0.13506493506493497,0.0363636363636363,0.21212121212121196
0.99,0.010000000000000009,49,8,3.1552,0.7636363636363637,0.4545454545454545,0.05909090909090907,,
0.995,0.0050000000000000044,0,4,2.4368,0.9272727272727272,0.3636363636363636,0.17499999999999993,0.12499999999999994,0.41666666666666663
0.995,0.0050000000000000044,1,6,2.0768,0.9272727272727272,0.42727272727272725,0.13484848484848477,-0.0272727272727272,-0.2535211267605627
0.995,0.0050000000000000044,2,6,2.9616,0.8909090909090909,0.4545454545454545,0.16212121212121203,0.17272727272727267,0.5158371040723982
0.995,0.0050000000000000044,3,7,3.1392,0.9090909090909092,0.3636363636363636,0.1441558441558441,0.0545454545454545,0.27450980392156854
0.995,0.0050000000000000044,4,1,0.5056,0.9454545454545454,0.24545454545454543,0.1272727272727272,0.0558441558441558,0.30496453900709214
0.995,0.0050000000000000044,5,7,2.48,0.9090909090909092,0.42727272727272725,0.15974025974025968,0.009090909090909,0.053846153846153356
0.995,0.0050000000000000044,6,7,3.2752,0.9727272727272728,0.6181818181818182,0.09610389610389612,0.0545454545454545,0.36206896551724116
0.995,0.0050000000000000044,7,6,2.6528,0.6909090909090909,0.4545454545454545,0.11666666666666659,0.0318181818181818,0.2142857142857143
0.995,0.0050000000000000044,8,8,2.1424,0.8272727272727273,0.3181818181818182,0.19659090909090904,,
0.995,0.0050000000000000044,9,6,2.2784,0.9545454545454546,0.39999999999999997,0.1287878787878788,0.06818181818181815,0.346153846153846
0.995,0.0050000000000000044,10,4,2.8928,0.9363636363636364,0.5727272727272726,0.16363636363636364,0.08636363636363638,0.3454545454545455
0.995,0.0050000000000000044,11,4,2.6832,0.8181818181818182,0.5272727272727272,0.17499999999999996,0.09318181818181819,0.34745762711864414
0.995,0.0050000000000000044,12,4,0.3072,1.0,0.2909090909090909,0.11818181818181815,0.06818181818181815,0.36585365853658536
0.995,0.0050000000000000044,13,5,1.0768,0.9636363636363636,0.3454545454545454,0.08909090909090903,0.05757575757575753,0.39256198347107435
0.995,0.0050000000000000044,14,5,2.736,0.9454545454545454,0.44545454545454544,0.09636363636363629,0.06060606060606053,0.386100386100386
0.995,0.0050000000000000044,15,3,0.4784,0.9545454545454546,0.3818181818181818,0.13030303030303028,0.027272727272727317,0.17307692307692335
0.995,0.0050000000000000044,16,5,1.5904,0.9363636363636364,0.42727272727272725,0.16363636363636364,0.03636363636363637,0.18181818181818182
0.995,0.0050000000000000044,17,3,0.6592,0.9181818181818182,0.32727272727272727,0.1454545454545454,0.07454545454545454,0.33884297520661166
